order_id,customer_id,order_date,order_status,payment_method
ORD-100038,CUST-19375,2025-03-12 00:00:00,delivered,COD
ORD-100039,CUST-29558,2024-09-15 00:00:00,delivered,UPI
ORD-100040,CUST-19249,2025-01-24 00:00:00,delivered,UPI
ORD-100041,CUST-20571,2025-04-16 00:00:00,delivered,UPI
ORD-100042,CUST-16616,2025-06-13 00:00:00,delivered,Credit Card
ORD-100043,CUST-16153,2025-11-16 00:00:00,delivered,Credit Card
ORD-100044,CUST-26540,2024-11-02 00:00:00,delivered,UPI
ORD-100045,CUST-23739,2025-11-30 00:00:00,delivered,COD
ORD-100046,CUST-28583,2024-11-30 00:00:00,delivered,UPI
ORD-100047,CUST-18769,2025-06-10 00:00:00,delivered,Credit Card
ORD-100048,CUST-12473,2024-07-26 00:00:00,delivered,UPI
ORD-100049,CUST-19575,2025-01-15 00:00:00,delivered,COD
ORD-100050,CUST-19920,2025-03-04 00:00:00,returned,COD
ORD-100051,CUST-24868,2024-09-17 00:00:00,delivered,UPI
ORD-100052,CUST-22955,2025-04-18 00:00:00,delivered,COD
ORD-100053,CUST-10639,2024-12-04 00:00:00,delivered,UPI
ORD-100054,CUST-10305,2024-10-09 00:00:00,delivered,UPI
ORD-100055,CUST-26259,2024-07-05 00:00:00,delivered,UPI
ORD-100056,CUST-11608,2025-07-20 00:00:00,returned,Net Banking
ORD-100057,CUST-16685,2024-11-05 00:00:00,delivered,Credit Card
ORD-100058,CUST-29016,2024-10-22 00:00:00,delivered,Credit Card
ORD-100059,CUST-23179,2025-06-12 00:00:00,delivered,Credit Card
ORD-100060,CUST-22804,2025-06-27 00:00:00,delivered,UPI
ORD-100061,CUST-14622,2025-10-05 00:00:00,delivered,UPI
ORD-100062,CUST-17289,2025-11-16 00:00:00,delivered,Credit Card
ORD-100063,CUST-23097,2025-11-28 00:00:00,delivered,UPI
ORD-100064,CUST-17181,2025-02-18 00:00:00,returned,Wallet
ORD-100065,CUST-14908,2025-10-14 00:00:00,delivered,COD
ORD-100066,CUST-23002,2025-09-17 00:00:00,delivered,UPI
ORD-100067,CUST-14805,2025-12-16 00:00:00,delivered,UPI
ORD-100068,CUST-16330,2024-10-25 00:00:00,delivered,UPI
ORD-100069,CUST-21151,2025-03-11 00:00:00,returned,COD
ORD-100070,CUST-26381,2025-01-20 00:00:00,delivered,UPI
ORD-100071,CUST-11339,2025-03-13 00:00:00,delivered,UPI
ORD-100072,CUST-18753,2025-11-24 00:00:00,delivered,UPI
ORD-100073,CUST-25697,2025-08-05 00:00:00,delivered,UPI
ORD-100074,CUST-19832,2024-08-04 00:00:00,delivered,COD
ORD-100075,CUST-17110,2025-12-05 00:00:00,delivered,UPI
ORD-100076,CUST-16878,2024-05-15 00:00:00,delivered,UPI
ORD-100077,CUST-23544,2025-06-13 00:00:00,delivered,UPI
ORD-100078,CUST-18029,2024-11-04 00:00:00,delivered,UPI
ORD-100079,CUST-27224,2024-11-21 00:00:00,delivered,UPI
ORD-100080,CUST-29666,2025-11-28 00:00:00,delivered,COD
ORD-100081,CUST-20904,2025-10-14 00:00:00,delivered,COD
ORD-100082,CUST-25133,2025-10-31 00:00:00,delivered,UPI
ORD-100083,CUST-29485,2025-01-14 00:00:00,delivered,COD
ORD-100084,CUST-29460,2025-10-05 00:00:00,delivered,COD
ORD-100085,CUST-19003,2024-11-16 00:00:00,delivered,UPI
ORD-100086,CUST-28204,2025-12-24 00:00:00,delivered,UPI
ORD-100087,CUST-17770,2025-04-28 00:00:00,delivered,UPI
ORD-100088,CUST-26927,2025-10-21 00:00:00,delivered,Wallet
ORD-100089,CUST-25065,2025-07-09 00:00:00,delivered,UPI
ORD-100090,CUST-23649,2025-11-10 00:00:00,delivered,Credit Card
ORD-100091,CUST-25415,2025-06-10 00:00:00,delivered,COD
ORD-100092,CUST-26622,2025-06-16 00:00:00,delivered,COD
ORD-100093,CUST-16417,2025-08-02 00:00:00,delivered,UPI
ORD-100094,CUST-16942,2025-05-18 00:00:00,delivered,COD
ORD-100095,CUST-14942,2025-09-24 00:00:00,delivered,UPI
ORD-100096,CUST-20472,2025-11-22 00:00:00,delivered,UPI
ORD-100097,CUST-18694,2025-10-21 00:00:00,delivered,UPI
ORD-100098,CUST-22362,2024-06-21 00:00:00,delivered,Credit Card
ORD-100099,CUST-14113,2025-02-21 00:00:00,delivered,COD
ORD-100100,CUST-25576,2025-11-12 00:00:00,delivered,COD
ORD-100101,CUST-13947,2025-10-14 00:00:00,delivered,Credit Card
ORD-100102,CUST-29050,2025-08-13 00:00:00,delivered,COD
ORD-100103,CUST-27075,2025-09-25 00:00:00,delivered,UPI
ORD-100104,CUST-26393,2025-12-10 00:00:00,delivered,Credit Card
ORD-100105,CUST-17544,2025-10-06 00:00:00,delivered,UPI
ORD-100106,CUST-19529,2024-11-27 00:00:00,delivered,UPI
ORD-100107,CUST-29219,2024-04-28 00:00:00,delivered,UPI
ORD-100108,CUST-19466,2024-09-08 00:00:00,cancelled,COD
ORD-100109,CUST-17897,2025-02-13 00:00:00,delivered,Credit Card
ORD-100110,CUST-20093,2024-11-02 00:00:00,cancelled,COD
ORD-100111,CUST-26759,2024-10-24 00:00:00,delivered,UPI
ORD-100112,CUST-21235,2025-05-24 00:00:00,delivered,COD
ORD-100113,CUST-29718,2025-04-24 00:00:00,delivered,COD
ORD-100114,CUST-13037,2025-09-10 00:00:00,delivered,COD
ORD-100115,CUST-25422,2024-10-22 00:00:00,delivered,UPI
ORD-100116,CUST-24199,2025-08-10 00:00:00,delivered,UPI
ORD-100117,CUST-26229,2025-11-08 00:00:00,delivered,UPI
ORD-100118,CUST-23854,2024-12-15 00:00:00,delivered,COD
ORD-100119,CUST-17615,2024-09-07 00:00:00,delivered,COD
ORD-100120,CUST-17551,2025-08-16 00:00:00,delivered,UPI
ORD-100121,CUST-25680,2025-10-01 00:00:00,delivered,UPI
ORD-100122,CUST-19380,2025-07-14 00:00:00,delivered,UPI
ORD-100123,CUST-10432,2025-07-01 00:00:00,delivered,COD
ORD-100124,CUST-22379,2025-01-26 00:00:00,delivered,UPI
ORD-100125,CUST-29182,2025-06-14 00:00:00,delivered,COD
ORD-100126,CUST-10977,2025-03-09 00:00:00,delivered,Net Banking
ORD-100127,CUST-25416,2025-03-28 00:00:00,delivered,UPI
ORD-100128,CUST-22587,2024-08-11 00:00:00,delivered,UPI
ORD-100129,CUST-10037,2025-03-19 00:00:00,delivered,Credit Card
ORD-100130,CUST-21732,2025-09-06 00:00:00,delivered,UPI
ORD-100131,CUST-28601,2025-11-05 00:00:00,delivered,Wallet
ORD-100132,CUST-17006,2024-10-12 00:00:00,delivered,Credit Card
ORD-100133,CUST-29406,2025-04-25 00:00:00,delivered,UPI
ORD-100134,CUST-23710,2025-04-30 00:00:00,delivered,COD
ORD-100135,CUST-23867,2024-02-17 00:00:00,delivered,UPI
ORD-100136,CUST-25839,2025-04-07 00:00:00,delivered,UPI
ORD-100137,CUST-16867,2025-09-10 00:00:00,delivered,UPI
ORD-100138,CUST-25436,2025-11-18 00:00:00,delivered,UPI
ORD-100139,CUST-11629,2025-12-30 00:00:00,delivered,Net Banking
ORD-100140,CUST-20337,2025-12-19 00:00:00,delivered,COD
ORD-100141,CUST-14352,2025-07-22 00:00:00,delivered,COD
ORD-100142,CUST-10500,2024-07-31 00:00:00,delivered,UPI
ORD-100143,CUST-20636,2025-03-13 00:00:00,delivered,COD
ORD-100144,CUST-17088,2024-10-09 00:00:00,delivered,UPI
ORD-100145,CUST-16960,2025-11-16 00:00:00,returned,COD
ORD-100146,CUST-10482,2025-02-27 00:00:00,delivered,Credit Card
ORD-100147,CUST-20113,2025-09-15 00:00:00,delivered,UPI
ORD-100148,CUST-17718,2025-05-06 00:00:00,delivered,UPI
ORD-100149,CUST-13979,2025-04-02 00:00:00,delivered,UPI
ORD-100150,CUST-16783,2024-10-06 00:00:00,delivered,Credit Card
ORD-100151,CUST-29576,2025-07-20 00:00:00,returned,COD
ORD-100152,CUST-25600,2025-05-24 00:00:00,delivered,COD
ORD-100153,CUST-20327,2025-07-11 00:00:00,delivered,COD
ORD-100154,CUST-16787,2025-08-22 00:00:00,delivered,Credit Card
ORD-100155,CUST-12416,2025-11-29 00:00:00,delivered,UPI
ORD-100156,CUST-19193,2024-12-22 00:00:00,delivered,Credit Card
ORD-100157,CUST-25546,2025-02-12 00:00:00,delivered,Credit Card
ORD-100158,CUST-18738,2025-12-16 00:00:00,delivered,UPI
ORD-100159,CUST-14039,2025-11-21 00:00:00,delivered,UPI
ORD-100160,CUST-29794,2025-07-31 00:00:00,delivered,Net Banking
ORD-100161,CUST-21829,2025-09-28 00:00:00,delivered,Credit Card
ORD-100162,CUST-17488,2025-05-07 00:00:00,delivered,Wallet
ORD-100163,CUST-12500,2025-09-07 00:00:00,delivered,COD
ORD-100164,CUST-14141,2025-11-15 00:00:00,cancelled,UPI
ORD-100165,CUST-18191,2025-02-25 00:00:00,delivered,UPI
ORD-100166,CUST-26900,2025-07-18 00:00:00,delivered,Credit Card
ORD-100167,CUST-18276,2025-10-18 00:00:00,delivered,COD
ORD-100168,CUST-23968,2025-10-18 00:00:00,delivered,UPI
ORD-100169,CUST-29367,2025-06-10 00:00:00,delivered,UPI
ORD-100170,CUST-28910,2025-10-19 00:00:00,delivered,UPI
ORD-100171,CUST-29371,2025-07-21 00:00:00,delivered,UPI
ORD-100172,CUST-11822,2025-11-22 00:00:00,delivered,Credit Card
ORD-100173,CUST-15009,2025-02-22 00:00:00,cancelled,Credit Card
ORD-100174,CUST-15745,2025-05-08 00:00:00,delivered,Credit Card
ORD-100175,CUST-19835,2025-06-04 00:00:00,delivered,UPI
ORD-100176,CUST-16131,2025-11-29 00:00:00,delivered,UPI
ORD-100177,CUST-28276,2024-12-29 00:00:00,delivered,UPI
ORD-100178,CUST-25782,2025-08-21 00:00:00,delivered,UPI
ORD-100179,CUST-23957,2025-03-25 00:00:00,delivered,UPI
ORD-100180,CUST-16716,2025-02-14 00:00:00,delivered,Wallet
ORD-100181,CUST-14486,2024-10-19 00:00:00,delivered,Credit Card
ORD-100182,CUST-16546,2025-04-08 00:00:00,delivered,UPI
ORD-100183,CUST-26583,2025-05-07 00:00:00,delivered,UPI
ORD-100184,CUST-13243,2024-12-29 00:00:00,delivered,UPI
ORD-100185,CUST-21283,2025-09-13 00:00:00,delivered,COD
ORD-100186,CUST-13780,2024-03-30 00:00:00,delivered,COD
ORD-100187,CUST-26939,2025-01-07 00:00:00,delivered,COD
ORD-100188,CUST-24870,2024-09-05 00:00:00,returned,Credit Card
ORD-100189,CUST-21502,2025-11-20 00:00:00,delivered,UPI
ORD-100190,CUST-11719,2025-08-23 00:00:00,delivered,UPI
ORD-100191,CUST-21123,2025-10-17 00:00:00,returned,UPI
ORD-100192,CUST-29471,2024-12-03 00:00:00,delivered,UPI
ORD-100193,CUST-24073,2025-03-16 00:00:00,delivered,COD
ORD-100194,CUST-24961,2025-08-25 00:00:00,cancelled,UPI
ORD-100195,CUST-14961,2025-04-26 00:00:00,delivered,UPI
ORD-100196,CUST-11598,2025-08-29 00:00:00,returned,COD
ORD-100197,CUST-12908,2025-07-18 00:00:00,delivered,COD
ORD-100198,CUST-29391,2025-02-15 00:00:00,delivered,UPI
ORD-100199,CUST-28572,2025-07-12 00:00:00,cancelled,UPI
ORD-100200,CUST-28357,2025-11-01 00:00:00,delivered,UPI
ORD-100201,CUST-23779,2025-09-11 00:00:00,delivered,Credit Card
ORD-100202,CUST-19761,2025-06-21 00:00:00,delivered,UPI
ORD-100203,CUST-11247,2025-02-06 00:00:00,delivered,UPI
ORD-100204,CUST-13711,2025-02-05 00:00:00,delivered,COD
ORD-100205,CUST-14439,2025-05-18 00:00:00,delivered,UPI
ORD-100206,CUST-23205,2025-10-05 00:00:00,delivered,UPI
ORD-100207,CUST-17630,2025-06-29 00:00:00,delivered,UPI
ORD-100208,CUST-11609,2025-12-05 00:00:00,delivered,UPI
ORD-100209,CUST-16693,2024-11-05 00:00:00,delivered,Net Banking
ORD-100210,CUST-13079,2025-12-10 00:00:00,returned,UPI
ORD-100211,CUST-23353,2025-11-13 00:00:00,delivered,UPI
ORD-100212,CUST-25576,2025-08-22 00:00:00,delivered,COD
ORD-100213,CUST-22873,2024-07-29 00:00:00,delivered,UPI
ORD-100214,CUST-28154,2025-05-20 00:00:00,delivered,UPI
ORD-100215,CUST-13350,2024-11-02 00:00:00,delivered,UPI
ORD-100216,CUST-14393,2024-10-31 00:00:00,cancelled,COD
ORD-100217,CUST-29328,2024-11-29 00:00:00,delivered,UPI
ORD-100218,CUST-16782,2025-10-11 00:00:00,delivered,UPI
ORD-100219,CUST-17197,2025-07-03 00:00:00,delivered,Credit Card
ORD-100220,CUST-13380,2025-11-07 00:00:00,delivered,UPI
ORD-100221,CUST-18651,2025-11-09 00:00:00,delivered,UPI
ORD-100222,CUST-20825,2025-09-26 00:00:00,delivered,Net Banking
ORD-100223,CUST-18011,2024-10-21 00:00:00,delivered,Credit Card
ORD-100224,CUST-26872,2025-02-13 00:00:00,cancelled,COD
ORD-100225,CUST-22260,2024-10-29 00:00:00,cancelled,COD
ORD-100226,CUST-24632,2025-11-07 00:00:00,delivered,UPI
ORD-100227,CUST-18771,2025-09-17 00:00:00,delivered,Wallet
ORD-100228,CUST-15568,2025-04-04 00:00:00,delivered,UPI
ORD-100229,CUST-13833,2025-11-17 00:00:00,delivered,COD
ORD-100230,CUST-20413,2024-09-17 00:00:00,delivered,UPI
ORD-100231,CUST-15337,2025-01-11 00:00:00,delivered,UPI
ORD-100232,CUST-27230,2024-08-19 00:00:00,delivered,COD
ORD-100233,CUST-17164,2024-12-24 00:00:00,cancelled,COD
ORD-100234,CUST-13729,2025-11-26 00:00:00,delivered,UPI
ORD-100235,CUST-28320,2024-11-09 00:00:00,delivered,UPI
ORD-100236,CUST-24745,2025-02-02 00:00:00,delivered,UPI
ORD-100237,CUST-11330,2025-07-25 00:00:00,delivered,Credit Card
ORD-100238,CUST-12128,2025-10-25 00:00:00,delivered,UPI
ORD-100239,CUST-27055,2025-11-12 00:00:00,delivered,UPI
ORD-100240,CUST-19247,2024-08-30 00:00:00,delivered,Credit Card
ORD-100241,CUST-11973,2025-01-24 00:00:00,delivered,COD
ORD-100242,CUST-18477,2024-04-24 00:00:00,cancelled,Net Banking
ORD-100243,CUST-24240,2025-12-16 00:00:00,delivered,Net Banking
ORD-100244,CUST-14416,2025-07-09 00:00:00,delivered,UPI
ORD-100245,CUST-13796,2025-06-09 00:00:00,cancelled,COD
ORD-100246,CUST-19455,2025-05-09 00:00:00,delivered,UPI
ORD-100247,CUST-23807,2025-08-29 00:00:00,delivered,COD
ORD-100248,CUST-14114,2025-07-22 00:00:00,delivered,COD
ORD-100249,CUST-14489,2024-11-30 00:00:00,delivered,UPI
ORD-100250,CUST-16559,2025-01-18 00:00:00,delivered,Credit Card
ORD-100251,CUST-27773,2025-07-29 00:00:00,delivered,UPI
ORD-100252,CUST-20309,2025-04-02 00:00:00,delivered,UPI
ORD-100253,CUST-14307,2025-10-30 00:00:00,delivered,UPI
ORD-100254,CUST-14148,2025-02-06 00:00:00,delivered,COD
ORD-100255,CUST-14956,2025-03-09 00:00:00,delivered,Net Banking
ORD-100256,CUST-22105,2024-10-26 00:00:00,delivered,UPI
ORD-100257,CUST-25468,2024-11-12 00:00:00,delivered,COD
ORD-100258,CUST-26496,2025-07-03 00:00:00,delivered,UPI
ORD-100259,CUST-17651,2025-11-08 00:00:00,delivered,UPI
ORD-100260,CUST-21214,2025-06-04 00:00:00,delivered,Credit Card
ORD-100261,CUST-17360,2025-06-21 00:00:00,delivered,Net Banking
ORD-100262,CUST-13801,2025-11-28 00:00:00,delivered,UPI
ORD-100263,CUST-24386,2025-07-01 00:00:00,delivered,COD
ORD-100264,CUST-21509,2025-11-05 00:00:00,cancelled,UPI
ORD-100265,CUST-14681,2024-11-19 00:00:00,delivered,UPI
ORD-100266,CUST-20889,2025-10-30 00:00:00,cancelled,COD
ORD-100267,CUST-15488,2025-10-30 00:00:00,delivered,UPI
ORD-100268,CUST-23289,2024-09-10 00:00:00,delivered,Credit Card
ORD-100269,CUST-10052,2024-10-25 00:00:00,delivered,COD
ORD-100270,CUST-11771,2024-12-26 00:00:00,delivered,COD
ORD-100271,CUST-13904,2025-11-12 00:00:00,delivered,UPI
ORD-100272,CUST-10860,2025-03-19 00:00:00,delivered,UPI
ORD-100273,CUST-11308,2025-04-22 00:00:00,delivered,COD
ORD-100274,CUST-12959,2025-02-14 00:00:00,delivered,COD
ORD-100275,CUST-21547,2025-06-03 00:00:00,delivered,COD
ORD-100276,CUST-10678,2025-08-14 00:00:00,cancelled,UPI
ORD-100277,CUST-15643,2025-10-19 00:00:00,delivered,UPI
ORD-100278,CUST-10646,2025-08-28 00:00:00,delivered,COD
ORD-100279,CUST-16959,2025-10-26 00:00:00,delivered,COD
ORD-100280,CUST-20000,2025-02-23 00:00:00,cancelled,COD
ORD-100281,CUST-26485,2025-04-05 00:00:00,cancelled,COD
ORD-100282,CUST-23944,2024-11-10 00:00:00,delivered,Credit Card
ORD-100283,CUST-12312,2025-07-09 00:00:00,delivered,Credit Card
ORD-100284,CUST-21632,2025-11-02 00:00:00,delivered,UPI
ORD-100285,CUST-21741,2024-12-08 00:00:00,delivered,UPI
ORD-100286,CUST-20801,2025-07-06 00:00:00,delivered,UPI
ORD-100287,CUST-22224,2025-08-26 00:00:00,delivered,UPI
ORD-100288,CUST-23978,2024-11-24 00:00:00,delivered,UPI
ORD-100289,CUST-23167,2025-05-20 00:00:00,delivered,COD
ORD-100290,CUST-24478,2025-03-31 00:00:00,delivered,UPI
ORD-100291,CUST-15398,2025-11-07 00:00:00,returned,COD
ORD-100292,CUST-23440,2024-05-17 00:00:00,delivered,UPI
ORD-100293,CUST-14639,2025-11-18 00:00:00,delivered,UPI
ORD-100294,CUST-27571,2025-12-27 00:00:00,delivered,Credit Card
ORD-100295,CUST-17414,2025-08-31 00:00:00,delivered,UPI
ORD-100296,CUST-21008,2025-08-14 00:00:00,cancelled,Net Banking
ORD-100297,CUST-10882,2025-11-18 00:00:00,delivered,UPI
ORD-100298,CUST-23982,2024-09-06 00:00:00,delivered,UPI
ORD-100299,CUST-18953,2024-04-17 00:00:00,delivered,UPI
ORD-100300,CUST-23330,2025-10-07 00:00:00,delivered,UPI
ORD-100301,CUST-18238,2024-07-16 00:00:00,delivered,UPI
ORD-100302,CUST-21397,2024-07-19 00:00:00,delivered,Credit Card
ORD-100303,CUST-11985,2024-11-28 00:00:00,returned,COD
ORD-100304,CUST-25872,2024-11-12 00:00:00,delivered,UPI
ORD-100305,CUST-18743,2024-12-26 00:00:00,delivered,Net Banking
ORD-100306,CUST-17692,2025-01-09 00:00:00,delivered,UPI
ORD-100307,CUST-13975,2024-11-13 00:00:00,delivered,Credit Card
ORD-100308,CUST-27835,2025-03-25 00:00:00,delivered,Credit Card
ORD-100309,CUST-17928,2025-11-10 00:00:00,cancelled,COD
ORD-100310,CUST-20499,2024-12-05 00:00:00,delivered,UPI
ORD-100311,CUST-29770,2024-07-02 00:00:00,delivered,COD
ORD-100312,CUST-24832,2024-10-30 00:00:00,delivered,Net Banking
ORD-100313,CUST-10593,2025-12-16 00:00:00,delivered,UPI
ORD-100314,CUST-12641,2024-10-16 00:00:00,delivered,UPI
ORD-100315,CUST-11144,2024-03-03 00:00:00,returned,COD
ORD-100316,CUST-26483,2025-11-20 00:00:00,delivered,COD
ORD-100317,CUST-13662,2025-06-12 00:00:00,delivered,UPI
ORD-100318,CUST-20150,2025-06-28 00:00:00,delivered,Credit Card
ORD-100319,CUST-29999,2025-11-03 00:00:00,delivered,Net Banking
ORD-100320,CUST-26020,2025-06-28 00:00:00,delivered,UPI
ORD-100321,CUST-24275,2025-05-28 00:00:00,delivered,Wallet
ORD-100322,CUST-26616,2025-11-15 00:00:00,delivered,UPI
ORD-100323,CUST-12037,2025-02-04 00:00:00,delivered,UPI
ORD-100324,CUST-14422,2025-04-05 00:00:00,delivered,UPI
ORD-100325,CUST-25994,2024-06-03 00:00:00,delivered,UPI
ORD-100326,CUST-29982,2025-07-26 00:00:00,delivered,Net Banking
ORD-100327,CUST-17583,2024-10-31 00:00:00,delivered,UPI
ORD-100328,CUST-16167,2025-08-01 00:00:00,delivered,COD
ORD-100329,CUST-16004,2025-06-14 00:00:00,delivered,UPI
ORD-100330,CUST-28335,2025-05-13 00:00:00,delivered,UPI
ORD-100331,CUST-20181,2025-12-14 00:00:00,delivered,Wallet
ORD-100332,CUST-28424,2024-05-15 00:00:00,delivered,COD
ORD-100333,CUST-18878,2025-10-31 00:00:00,delivered,COD
ORD-100334,CUST-23668,2024-11-25 00:00:00,delivered,COD
ORD-100335,CUST-17346,2025-01-20 00:00:00,delivered,UPI
ORD-100336,CUST-23082,2025-11-04 00:00:00,delivered,UPI
ORD-100337,CUST-18739,2025-10-01 00:00:00,cancelled,UPI
ORD-100338,CUST-28639,2025-05-11 00:00:00,delivered,Wallet
ORD-100339,CUST-10627,2024-10-22 00:00:00,delivered,COD
ORD-100340,CUST-12719,2024-04-27 00:00:00,delivered,UPI
ORD-100341,CUST-14457,2025-08-16 00:00:00,delivered,UPI
ORD-100342,CUST-24917,2025-09-14 00:00:00,delivered,Net Banking
ORD-100343,CUST-11700,2024-11-14 00:00:00,delivered,UPI
ORD-100344,CUST-11785,2025-04-10 00:00:00,delivered,UPI
ORD-100345,CUST-11517,2025-09-17 00:00:00,delivered,UPI
ORD-100346,CUST-19219,2024-08-15 00:00:00,delivered,Credit Card
ORD-100347,CUST-28756,2025-11-14 00:00:00,delivered,COD
ORD-100348,CUST-14341,2025-02-28 00:00:00,delivered,COD
ORD-100349,CUST-18273,2025-12-16 00:00:00,delivered,UPI
ORD-100350,CUST-11618,2025-06-23 00:00:00,delivered,UPI
ORD-100351,CUST-24776,2024-03-31 00:00:00,delivered,UPI
ORD-100352,CUST-14882,2024-12-10 00:00:00,delivered,Net Banking
ORD-100353,CUST-10829,2025-10-23 00:00:00,returned,Credit Card
ORD-100354,CUST-13826,2025-01-21 00:00:00,delivered,UPI
ORD-100355,CUST-23382,2025-10-27 00:00:00,delivered,UPI
ORD-100356,CUST-22420,2024-12-20 00:00:00,returned,Credit Card
ORD-100357,CUST-22036,2025-06-22 00:00:00,delivered,UPI
ORD-100358,CUST-16357,2025-07-07 00:00:00,delivered,UPI
ORD-100359,CUST-10754,2025-05-05 00:00:00,delivered,UPI
ORD-100360,CUST-25410,2024-11-03 00:00:00,delivered,COD
ORD-100361,CUST-28004,2025-05-04 00:00:00,cancelled,Net Banking
ORD-100362,CUST-15872,2025-07-08 00:00:00,delivered,UPI
ORD-100363,CUST-19853,2024-11-26 00:00:00,delivered,UPI
ORD-100364,CUST-24548,2024-10-25 00:00:00,delivered,UPI
ORD-100365,CUST-29072,2025-05-01 00:00:00,delivered,UPI
ORD-100366,CUST-16182,2025-09-19 00:00:00,delivered,Credit Card
ORD-100367,CUST-14709,2025-01-08 00:00:00,delivered,UPI
ORD-100368,CUST-27138,2025-09-02 00:00:00,delivered,UPI
ORD-100369,CUST-15578,2024-10-10 00:00:00,delivered,COD
ORD-100370,CUST-28601,2025-11-24 00:00:00,delivered,UPI
ORD-100371,CUST-26350,2025-10-24 00:00:00,delivered,UPI
ORD-100372,CUST-21365,2025-03-02 00:00:00,delivered,UPI
ORD-100373,CUST-20358,2025-10-19 00:00:00,delivered,COD
ORD-100374,CUST-14107,2025-11-14 00:00:00,delivered,UPI
ORD-100375,CUST-27197,2025-12-26 00:00:00,delivered,Net Banking
ORD-100376,CUST-14224,2025-05-06 00:00:00,delivered,UPI
ORD-100377,CUST-21416,2024-07-06 00:00:00,delivered,Credit Card
ORD-100378,CUST-29210,2025-07-21 00:00:00,delivered,UPI
ORD-100379,CUST-28499,2025-05-02 00:00:00,delivered,UPI
ORD-100380,CUST-22272,2025-07-29 00:00:00,delivered,Net Banking
ORD-100381,CUST-11802,2025-04-19 00:00:00,delivered,COD
ORD-100382,CUST-10114,2025-08-28 00:00:00,delivered,UPI
ORD-100383,CUST-17663,2025-11-21 00:00:00,cancelled,COD
ORD-100384,CUST-23051,2025-10-21 00:00:00,delivered,UPI
ORD-100385,CUST-19858,2025-03-21 00:00:00,delivered,UPI
ORD-100386,CUST-26215,2025-01-25 00:00:00,delivered,Credit Card
ORD-100387,CUST-13895,2025-02-11 00:00:00,delivered,COD
ORD-100388,CUST-16799,2025-02-01 00:00:00,delivered,UPI
ORD-100389,CUST-22083,2025-06-28 00:00:00,delivered,UPI
ORD-100390,CUST-11220,2025-11-11 00:00:00,delivered,UPI
ORD-100391,CUST-23923,2025-09-08 00:00:00,delivered,UPI
ORD-100392,CUST-27328,2025-05-28 00:00:00,delivered,UPI
ORD-100393,CUST-17049,2025-11-07 00:00:00,delivered,UPI
ORD-100394,CUST-16785,2024-08-08 00:00:00,delivered,COD
ORD-100395,CUST-16256,2025-07-17 00:00:00,delivered,UPI
