order_id,item_id,product_id,category,price,quantity,item_total
ORD-100108,1,PROD-GRO-646,Groceries,653.41,1,653.41
ORD-100109,1,PROD-GRO-192,Groceries,525.04,1,525.04
ORD-100109,2,PROD-ELE-460,Electronics,12676.63,1,12676.63
ORD-100110,1,PROD-HOM-373,Home & Kitchen,4122.06,1,4122.06
ORD-100111,1,PROD-ELE-477,Electronics,11349.99,1,11349.99
ORD-100112,1,PROD-APP-970,Apparel,1714.03,1,1714.03
ORD-100113,1,PROD-ELE-894,Electronics,8338.13,2,16676.26
ORD-100114,1,PROD-APP-394,Apparel,2367.32,1,2367.32
ORD-100115,1,PROD-HOM-170,Home & Kitchen,2208.89,1,2208.89
ORD-100115,2,PROD-GRO-760,Groceries,752.12,1,752.12
ORD-100116,1,PROD-APP-405,Apparel,2438.47,1,2438.47
ORD-100117,1,PROD-GRO-289,Groceries,854.56,1,854.56
ORD-100118,1,PROD-ELE-169,Electronics,14026.35,1,14026.35
ORD-100118,2,PROD-ELE-621,Electronics,11259.78,1,11259.78
ORD-100119,1,PROD-APP-901,Apparel,597.68,2,1195.36
ORD-100120,1,PROD-BEA-845,Beauty & Personal Care,1738.39,2,3476.78
ORD-100120,2,PROD-GRO-888,Groceries,1150.72,1,1150.72
ORD-100121,1,PROD-APP-470,Apparel,2439.7,1,2439.7
ORD-100122,1,PROD-APP-323,Apparel,2305.77,1,2305.77
ORD-100122,2,PROD-APP-519,Apparel,929.56,1,929.56
ORD-100123,1,PROD-ELE-135,Electronics,7938.43,2,15876.86
ORD-100124,1,PROD-ELE-682,Electronics,1857.12,2,3714.24
ORD-100125,1,PROD-HOM-772,Home & Kitchen,1067.86,1,1067.86
ORD-100126,1,PROD-APP-160,Apparel,1016.82,1,1016.82
ORD-100126,2,PROD-APP-713,Apparel,1685.87,1,1685.87
ORD-100127,1,PROD-APP-373,Apparel,1133.31,2,2266.62
ORD-100128,1,PROD-ELE-122,Electronics,12314.41,2,24628.82
ORD-100129,1,PROD-APP-641,Apparel,423.98,1,423.98
ORD-100130,1,PROD-GRO-240,Groceries,685.12,1,685.12
ORD-100131,1,PROD-ELE-150,Electronics,14315.23,1,14315.23
ORD-100131,2,PROD-BEA-958,Beauty & Personal Care,1790.18,1,1790.18
ORD-100132,1,PROD-APP-559,Apparel,1535.66,1,1535.66
ORD-100133,1,PROD-APP-824,Apparel,1354.65,1,1354.65
ORD-100133,2,PROD-BEA-463,Beauty & Personal Care,807.77,1,807.77
ORD-100134,1,PROD-GRO-766,Groceries,681.64,1,681.64
ORD-100135,1,PROD-ELE-153,Electronics,1851.21,1,1851.21
ORD-100136,1,PROD-ELE-950,Electronics,3504.67,1,3504.67
ORD-100137,1,PROD-APP-975,Apparel,623.81,2,1247.62
ORD-100137,2,PROD-HOM-333,Home & Kitchen,1972.11,1,1972.11
ORD-100138,1,PROD-ELE-612,Electronics,9347.36,1,9347.36
ORD-100138,2,PROD-HOM-742,Home & Kitchen,4206.64,1,4206.64
ORD-100138,3,PROD-GRO-926,Groceries,315.2,1,315.2
ORD-100139,1,PROD-GRO-836,Groceries,757.93,1,757.93
ORD-100140,1,PROD-GRO-713,Groceries,482.59,1,482.59
ORD-100141,1,PROD-APP-616,Apparel,2472.75,1,2472.75
ORD-100142,1,PROD-GRO-168,Groceries,523.65,1,523.65
ORD-100143,1,PROD-ELE-276,Electronics,1623.0,1,1623.0
ORD-100143,2,PROD-APP-474,Apparel,598.41,1,598.41
ORD-100144,1,PROD-APP-154,Apparel,1839.05,1,1839.05
ORD-100145,1,PROD-GRO-239,Groceries,946.08,1,946.08
ORD-100146,1,PROD-BEA-534,Beauty & Personal Care,1336.71,1,1336.71
ORD-100147,1,PROD-APP-694,Apparel,1602.48,2,3204.96
ORD-100148,1,PROD-ELE-498,Electronics,2699.1,1,2699.1
ORD-100149,1,PROD-ELE-525,Electronics,1884.73,1,1884.73
ORD-100150,1,PROD-ELE-257,Electronics,6396.14,1,6396.14
ORD-100151,1,PROD-APP-181,Apparel,1793.86,1,1793.86
ORD-100151,2,PROD-GRO-158,Groceries,200.26,1,200.26
ORD-100152,1,PROD-APP-925,Apparel,818.19,1,818.19
ORD-100153,1,PROD-GRO-948,Groceries,796.81,1,796.81
ORD-100154,1,PROD-ELE-153,Electronics,2488.13,1,2488.13
ORD-100154,2,PROD-GRO-567,Groceries,930.94,1,930.94
ORD-100155,1,PROD-GRO-434,Groceries,1102.24,1,1102.24
ORD-100156,1,PROD-ELE-777,Electronics,11237.94,1,11237.94
ORD-100157,1,PROD-GRO-400,Groceries,516.06,1,516.06
ORD-100158,1,PROD-BEA-366,Beauty & Personal Care,1388.19,1,1388.19
ORD-100159,1,PROD-GRO-104,Groceries,418.42,1,418.42
ORD-100160,1,PROD-APP-157,Apparel,1960.16,1,1960.16
ORD-100161,1,PROD-GRO-550,Groceries,415.87,1,415.87
ORD-100162,1,PROD-APP-190,Apparel,1569.9,1,1569.9
ORD-100162,2,PROD-BEA-241,Beauty & Personal Care,364.22,1,364.22
ORD-100162,3,PROD-APP-456,Apparel,557.17,1,557.17
ORD-100163,1,PROD-ELE-504,Electronics,3163.11,1,3163.11
ORD-100164,1,PROD-HOM-669,Home & Kitchen,2450.23,1,2450.23
ORD-100164,2,PROD-ELE-911,Electronics,12281.85,1,12281.85
ORD-100164,3,PROD-APP-758,Apparel,993.33,1,993.33
ORD-100165,1,PROD-APP-625,Apparel,698.68,1,698.68
ORD-100166,1,PROD-BEA-564,Beauty & Personal Care,1076.07,2,2152.14
ORD-100166,2,PROD-BEA-461,Beauty & Personal Care,877.48,1,877.48
ORD-100167,1,PROD-ELE-242,Electronics,7128.74,1,7128.74
ORD-100168,1,PROD-GRO-137,Groceries,584.98,1,584.98
ORD-100169,1,PROD-HOM-386,Home & Kitchen,3681.12,1,3681.12
ORD-100169,2,PROD-GRO-202,Groceries,591.52,1,591.52
ORD-100169,3,PROD-GRO-454,Groceries,745.81,1,745.81
ORD-100170,1,PROD-APP-614,Apparel,960.26,1,960.26
ORD-100171,1,PROD-APP-236,Apparel,1992.77,1,1992.77
ORD-100172,1,PROD-APP-446,Apparel,1523.9,1,1523.9
ORD-100173,1,PROD-ELE-581,Electronics,7059.01,1,7059.01
ORD-100173,2,PROD-HOM-297,Home & Kitchen,1179.14,1,1179.14
ORD-100173,3,PROD-APP-403,Apparel,1904.78,1,1904.78
ORD-100174,1,PROD-APP-851,Apparel,2409.79,1,2409.79
ORD-100175,1,PROD-APP-935,Apparel,816.01,1,816.01
ORD-100176,1,PROD-ELE-497,Electronics,12255.61,1,12255.61
ORD-100177,1,PROD-ELE-833,Electronics,11845.99,1,11845.99
ORD-100178,1,PROD-HOM-203,Home & Kitchen,2346.26,2,4692.52
ORD-100179,1,PROD-BEA-542,Beauty & Personal Care,1047.24,1,1047.24
ORD-100179,2,PROD-HOM-162,Home & Kitchen,757.02,1,757.02
ORD-100180,1,PROD-APP-115,Apparel,498.67,1,498.67
ORD-100181,1,PROD-APP-955,Apparel,1312.72,1,1312.72
ORD-100182,1,PROD-ELE-770,Electronics,4446.95,1,4446.95
ORD-100183,1,PROD-BEA-776,Beauty & Personal Care,842.22,1,842.22
ORD-100184,1,PROD-HOM-271,Home & Kitchen,3693.66,1,3693.66
ORD-100185,1,PROD-APP-713,Apparel,1292.53,1,1292.53
ORD-100186,1,PROD-APP-669,Apparel,1959.96,2,3919.92
ORD-100187,1,PROD-ELE-688,Electronics,2687.79,1,2687.79
ORD-100188,1,PROD-APP-913,Apparel,1938.25,1,1938.25
ORD-100189,1,PROD-ELE-800,Electronics,8943.82,1,8943.82
ORD-100190,1,PROD-HOM-626,Home & Kitchen,2332.28,1,2332.28
ORD-100191,1,PROD-ELE-164,Electronics,7693.41,1,7693.41
ORD-100192,1,PROD-ELE-287,Electronics,13712.91,1,13712.91
ORD-100192,2,PROD-ELE-136,Electronics,14929.88,2,29859.76
ORD-100193,1,PROD-GRO-373,Groceries,501.93,2,1003.86
ORD-100194,1,PROD-APP-157,Apparel,1265.43,1,1265.43
ORD-100194,2,PROD-APP-423,Apparel,2472.29,1,2472.29
ORD-100195,1,PROD-ELE-719,Electronics,4837.9,1,4837.9
ORD-100195,2,PROD-ELE-961,Electronics,5147.47,1,5147.47
ORD-100196,1,PROD-APP-607,Apparel,2173.26,1,2173.26
ORD-100197,1,PROD-GRO-277,Groceries,219.44,1,219.44
ORD-100198,1,PROD-HOM-777,Home & Kitchen,666.03,1,666.03
ORD-100199,1,PROD-HOM-435,Home & Kitchen,4165.33,1,4165.33
ORD-100200,1,PROD-APP-830,Apparel,2243.92,1,2243.92
ORD-100201,1,PROD-BEA-918,Beauty & Personal Care,492.56,1,492.56
ORD-100202,1,PROD-GRO-540,Groceries,768.93,1,768.93
ORD-100203,1,PROD-GRO-989,Groceries,381.02,1,381.02
ORD-100204,1,PROD-APP-961,Apparel,414.92,1,414.92
ORD-100204,2,PROD-APP-165,Apparel,1201.39,1,1201.39
ORD-100205,1,PROD-HOM-547,Home & Kitchen,1884.6,1,1884.6
ORD-100206,1,PROD-GRO-853,Groceries,720.1,1,720.1
ORD-100207,1,PROD-HOM-236,Home & Kitchen,549.89,1,549.89
ORD-100207,2,PROD-ELE-105,Electronics,13954.6,1,13954.6
ORD-100207,3,PROD-APP-827,Apparel,1363.4,2,2726.8
ORD-100208,1,PROD-GRO-365,Groceries,848.05,1,848.05
ORD-100209,1,PROD-GRO-228,Groceries,335.06,1,335.06
ORD-100210,1,PROD-GRO-756,Groceries,688.14,1,688.14
ORD-100211,1,PROD-APP-586,Apparel,1545.82,1,1545.82
ORD-100211,2,PROD-BEA-309,Beauty & Personal Care,1213.42,1,1213.42
ORD-100212,1,PROD-APP-126,Apparel,898.67,1,898.67
ORD-100213,1,PROD-GRO-126,Groceries,337.15,1,337.15
ORD-100214,1,PROD-GRO-434,Groceries,448.08,2,896.16
ORD-100215,1,PROD-ELE-599,Electronics,12108.71,1,12108.71
ORD-100216,1,PROD-ELE-239,Electronics,10971.67,1,10971.67
ORD-100217,1,PROD-APP-160,Apparel,1490.27,1,1490.27
ORD-100218,1,PROD-GRO-191,Groceries,641.42,2,1282.84
ORD-100218,2,PROD-APP-185,Apparel,1872.56,1,1872.56
ORD-100219,1,PROD-APP-529,Apparel,2442.37,1,2442.37
ORD-100220,1,PROD-ELE-454,Electronics,10515.23,1,10515.23
ORD-100221,1,PROD-APP-867,Apparel,1636.0,1,1636.0
ORD-100222,1,PROD-ELE-396,Electronics,3625.12,2,7250.24
ORD-100223,1,PROD-ELE-733,Electronics,6881.28,1,6881.28
ORD-100224,1,PROD-HOM-226,Home & Kitchen,851.96,1,851.96
ORD-100225,1,PROD-APP-474,Apparel,2169.28,1,2169.28
ORD-100226,1,PROD-ELE-108,Electronics,9123.07,1,9123.07
ORD-100227,1,PROD-HOM-376,Home & Kitchen,2409.59,1,2409.59
ORD-100228,1,PROD-ELE-778,Electronics,9474.44,1,9474.44
ORD-100229,1,PROD-ELE-799,Electronics,3612.84,1,3612.84
ORD-100229,2,PROD-GRO-832,Groceries,1194.93,1,1194.93
ORD-100230,1,PROD-ELE-272,Electronics,9647.6,1,9647.6
ORD-100230,2,PROD-APP-723,Apparel,869.83,2,1739.66
ORD-100231,1,PROD-GRO-618,Groceries,497.62,1,497.62
ORD-100232,1,PROD-ELE-624,Electronics,7095.33,1,7095.33
ORD-100233,1,PROD-APP-111,Apparel,2203.24,1,2203.24
ORD-100233,2,PROD-HOM-282,Home & Kitchen,1805.94,2,3611.88
ORD-100234,1,PROD-BEA-746,Beauty & Personal Care,1081.51,1,1081.51
ORD-100235,1,PROD-ELE-596,Electronics,14035.14,1,14035.14
ORD-100236,1,PROD-GRO-655,Groceries,1158.64,1,1158.64
ORD-100237,1,PROD-APP-755,Apparel,1047.78,1,1047.78
ORD-100238,1,PROD-ELE-401,Electronics,3291.57,1,3291.57
ORD-100239,1,PROD-ELE-332,Electronics,3325.53,1,3325.53
ORD-100240,1,PROD-HOM-106,Home & Kitchen,952.12,1,952.12
ORD-100241,1,PROD-APP-789,Apparel,627.54,2,1255.08
ORD-100242,1,PROD-APP-773,Apparel,1938.29,1,1938.29
ORD-100243,1,PROD-GRO-361,Groceries,1150.06,1,1150.06
ORD-100243,2,PROD-HOM-949,Home & Kitchen,1606.7,1,1606.7
ORD-100244,1,PROD-BEA-936,Beauty & Personal Care,1280.56,1,1280.56
ORD-100245,1,PROD-APP-932,Apparel,1283.92,1,1283.92
ORD-100245,2,PROD-BEA-215,Beauty & Personal Care,445.41,1,445.41
ORD-100245,3,PROD-APP-774,Apparel,613.08,1,613.08
ORD-100246,1,PROD-HOM-526,Home & Kitchen,2880.97,1,2880.97
ORD-100247,1,PROD-APP-694,Apparel,1924.66,1,1924.66
ORD-100248,1,PROD-ELE-850,Electronics,7711.51,1,7711.51
ORD-100249,1,PROD-APP-190,Apparel,550.03,1,550.03
ORD-100250,1,PROD-ELE-307,Electronics,5735.26,1,5735.26
ORD-100251,1,PROD-BEA-925,Beauty & Personal Care,1222.88,1,1222.88
ORD-100252,1,PROD-ELE-848,Electronics,2665.49,1,2665.49
ORD-100253,1,PROD-HOM-123,Home & Kitchen,2303.5,1,2303.5
ORD-100254,1,PROD-APP-431,Apparel,1807.48,1,1807.48
ORD-100254,2,PROD-APP-888,Apparel,1994.37,1,1994.37
ORD-100255,1,PROD-GRO-242,Groceries,979.25,1,979.25
ORD-100256,1,PROD-GRO-323,Groceries,915.43,1,915.43
ORD-100256,2,PROD-APP-934,Apparel,1308.53,1,1308.53
ORD-100257,1,PROD-HOM-129,Home & Kitchen,2406.72,1,2406.72
ORD-100258,1,PROD-APP-536,Apparel,965.49,1,965.49
ORD-100259,1,PROD-APP-768,Apparel,1594.94,1,1594.94
ORD-100260,1,PROD-ELE-489,Electronics,4941.1,1,4941.1
ORD-100260,2,PROD-GRO-543,Groceries,709.32,1,709.32
ORD-100260,3,PROD-ELE-844,Electronics,7173.25,1,7173.25
ORD-100261,1,PROD-APP-379,Apparel,1733.91,2,3467.82
ORD-100261,2,PROD-APP-991,Apparel,1997.1,2,3994.2
ORD-100262,1,PROD-HOM-212,Home & Kitchen,876.59,2,1753.18
ORD-100263,1,PROD-APP-396,Apparel,1827.68,1,1827.68
ORD-100264,1,PROD-GRO-205,Groceries,433.13,1,433.13
ORD-100265,1,PROD-APP-990,Apparel,962.86,1,962.86
ORD-100266,1,PROD-ELE-592,Electronics,5599.41,1,5599.41
ORD-100267,1,PROD-APP-509,Apparel,2191.74,1,2191.74
ORD-100268,1,PROD-APP-214,Apparel,1913.0,1,1913.0
ORD-100268,2,PROD-APP-145,Apparel,1097.84,1,1097.84
ORD-100269,1,PROD-APP-246,Apparel,412.15,1,412.15
ORD-100270,1,PROD-BEA-590,Beauty & Personal Care,1525.49,1,1525.49
ORD-100270,2,PROD-ELE-161,Electronics,10796.94,1,10796.94
ORD-100271,1,PROD-HOM-665,Home & Kitchen,3360.4,1,3360.4
ORD-100272,1,PROD-ELE-906,Electronics,4459.6,1,4459.6
ORD-100272,2,PROD-BEA-704,Beauty & Personal Care,338.41,1,338.41
ORD-100273,1,PROD-APP-493,Apparel,1619.12,1,1619.12
ORD-100273,2,PROD-ELE-855,Electronics,5853.65,2,11707.3
ORD-100273,3,PROD-APP-783,Apparel,749.13,1,749.13
ORD-100274,1,PROD-HOM-871,Home & Kitchen,1099.51,1,1099.51
ORD-100274,2,PROD-ELE-853,Electronics,2573.54,1,2573.54
ORD-100275,1,PROD-ELE-117,Electronics,4651.89,1,4651.89
ORD-100276,1,PROD-APP-286,Apparel,2451.74,1,2451.74
ORD-100277,1,PROD-BEA-741,Beauty & Personal Care,1092.86,1,1092.86
ORD-100278,1,PROD-ELE-349,Electronics,2456.13,1,2456.13
ORD-100279,1,PROD-ELE-603,Electronics,8736.17,2,17472.34
ORD-100280,1,PROD-BEA-632,Beauty & Personal Care,1633.02,1,1633.02
ORD-100281,1,PROD-APP-763,Apparel,1610.7,1,1610.7
ORD-100282,1,PROD-APP-204,Apparel,885.91,1,885.91
ORD-100283,1,PROD-APP-291,Apparel,1078.82,1,1078.82
ORD-100284,1,PROD-APP-735,Apparel,1874.48,1,1874.48
ORD-100284,2,PROD-BEA-681,Beauty & Personal Care,857.65,1,857.65
ORD-100285,1,PROD-HOM-809,Home & Kitchen,3746.23,1,3746.23
ORD-100286,1,PROD-GRO-235,Groceries,1111.07,1,1111.07
ORD-100287,1,PROD-ELE-177,Electronics,14899.58,1,14899.58
ORD-100287,2,PROD-GRO-529,Groceries,672.43,1,672.43
ORD-100288,1,PROD-GRO-771,Groceries,228.42,1,228.42
ORD-100289,1,PROD-APP-919,Apparel,2111.56,1,2111.56
ORD-100290,1,PROD-APP-697,Apparel,1172.26,1,1172.26
ORD-100291,1,PROD-GRO-515,Groceries,1014.71,1,1014.71
ORD-100291,2,PROD-GRO-424,Groceries,836.43,1,836.43
ORD-100292,1,PROD-ELE-417,Electronics,7127.91,1,7127.91
ORD-100293,1,PROD-BEA-693,Beauty & Personal Care,562.0,1,562.0
ORD-100294,1,PROD-ELE-686,Electronics,14582.55,1,14582.55
ORD-100294,2,PROD-APP-985,Apparel,1796.18,1,1796.18
ORD-100295,1,PROD-BEA-378,Beauty & Personal Care,1188.25,1,1188.25
ORD-100295,2,PROD-APP-525,Apparel,1232.52,1,1232.52
